source_term,canonical_zh_cn,status,source_kinds,matched_terms,occurrences
正しいアプローチ,正しいアプローチ,untranslated,bold,,docs/optimization/performance-analysis.md:18
正しいマッピング,正しいマッピング,untranslated,bold,,docs/advanced/ik-joint-mapping.md:74
正しい袖の配置,正しい袖の配置,untranslated,bold,,docs/garments/t-shirt.md:148
正常に読み込まれた場合,正常に読み込まれた場合,untranslated,bold,,docs/workflows/avatar-import.md:69
正確なJoint設定の効果,正確なJoint设置の効果,composed,admonition,設定,docs/advanced/ik-joint-mapping.md:72
正規ライセンス,正規许可证,composed,bold,ライセンス,docs/setup/software-check.md:39
正解,正解,untranslated,bold,,docs/advanced/everywear-integration.md:15|docs/advanced/everywear-integration.md:18|docs/advanced/everywear-integration.md:21
正面シルエット,正面シルエット,untranslated,bold,,docs/garments/one-piece.md:327
正面・側面・後面,正面・側面・後面,untranslated,bold,,docs/garments/dress.md:378
歩行,歩行,untranslated,bold,,docs/unity/avatar-upload.md:191
歩行・走行,歩行・走行,untranslated,bold,,docs/garments/casual-wear.md:391
歩行時の調整,歩行時の调整,composed,bold,調整,docs/garments/skirt.md:273
段階1: 企画・準備,阶段1: 规划・準備,composed,bold,企画|段階,docs/basics/workflow-overview.md:26
段階1: 企画・準備段階,阶段1: 规划・準備阶段,composed,heading,企画|段階,docs/basics/workflow-overview.md:51
段階1: 基礎準備（1日目）,阶段1: 基础準備（1日目）,composed,bold,基礎|段階,docs/index.md:47
段階2: デザイン・モデリング,阶段2: 设计・建模,composed,bold,デザイン|モデリング|段階,docs/basics/workflow-overview.md:31
段階2: デザイン・モデリング段階,阶段2: 设计・建模阶段,composed,heading,デザイン|モデリング|段階,docs/basics/workflow-overview.md:87
段階2: 初回成功体験（2日目）,阶段2: 初回成功体验（2日目）,composed,bold,体験|段階,docs/index.md:53
段階3: オリジナル制作（3-4日目）,阶段3: オリジナル制作（3-4日目）,composed,bold,制作|段階,docs/index.md:58
段階3: テクスチャリング・マテリアル,阶段3: テクスチャリング・材质,composed,bold,マテリアル|段階,docs/basics/workflow-overview.md:36
段階3: テクスチャリング・マテリアル段階,阶段3: テクスチャリング・材质阶段,composed,heading,マテリアル|段階,docs/basics/workflow-overview.md:125
段階4: Unity統合・最適化,阶段4: Unity集成・优化,composed,bold,Unity|最適化|段階|統合,docs/basics/workflow-overview.md:41
段階4: Unity統合・最適化段階,阶段4: Unity集成・优化阶段,composed,heading,Unity|最適化|段階|統合,docs/basics/workflow-overview.md:158
段階4: VRChat展開（5日目）,阶段4: VRChat展開（5日目）,composed,bold,VRChat|段階,docs/index.md:63
段階4: 完成への調整とエクスポート,阶段4: 完成への调整とエクスポート,composed,heading,段階|調整,docs/workflows/avatar-modification.md:285
段階5: テスト・デプロイ,阶段5: テスト・デプロイ,composed,bold,段階,docs/basics/workflow-overview.md:46
段階5: テスト・デプロイ段階,阶段5: テスト・デプロイ阶段,composed,heading,段階,docs/basics/workflow-overview.md:191
段階5: 最終検証とエクスポート,阶段5: 最終検証とエクスポート,composed,heading,段階,docs/workflows/avatar-modification.md:422
段階別スキル習得計画,阶段別スキル習得計画,composed,heading,段階,docs/advanced/ik-joint-mapping.md:415
段階別目標設定,阶段別目標设置,composed,heading,段階|設定,docs/optimization/very-poor-escape.md:356
段階的Very Poor脱却戦略,阶段的Very Poor摆脱戦略,composed,heading,Poor|Very Poor|段階|脱却,docs/optimization/very-poor-escape.md:78
段階的な理解,阶段的な理解,composed,heading,段階|理解,docs/basics/basic-concepts.md:229
段階的な調整,阶段的な调整,composed,bold,段階|調整,docs/garments/casual-wear.md:530
段階的アプローチ,阶段的アプローチ,composed,bold,段階,docs/physics/optimization.md:345|docs/workflows/garment-fitting.md:21
段階的シミュレーション,阶段的模拟,composed,bold,シミュレーション|段階,docs/garments/skirt.md:173|docs/garments/swimwear.md:383
段階的スキルアップ,阶段的スキルアップ,composed,heading,段階,docs/basics/workflow-overview.md:299
段階的スキルアップ計画,阶段的スキルアップ計画,composed,admonition,段階,docs/advanced/md2025-features.md:514
段階的モバイル対応戦略,阶段的モバイル适配戦略,composed,admonition,対応|段階,docs/optimization/mobile-compatibility.md:85
段階的処理,阶段的処理,composed,bold,段階,docs/workflows/avatar-modification.md:586
段階的制作,阶段的制作,composed,term_def|bold,制作|段階,docs/workflows/new-garment-creation.md:47|docs/workflows/new-garment-creation.md:47
段階的制作アプローチ,阶段的制作アプローチ,composed,heading,制作|段階,docs/garments/casual-wear.md:25
段階的学習,阶段的学習,composed,bold,段階,docs/basics/terminology.md:420
段階的学習アプローチ,阶段的学習アプローチ,composed,heading,段階,docs/garments/skirt.md:23
段階的安定化,阶段的安定化,composed,bold,段階,docs/workflows/common-issues.md:343
段階的対処法,阶段的处理方法法,composed,bold,対処|段階,docs/workflows/common-issues.md:264
段階的戻し,阶段的戻し,composed,bold,段階,docs/physics/optimization.md:334
段階的最適化,阶段的优化,composed,bold,最適化|段階,docs/optimization/mobile-compatibility.md:390|docs/workflows/common-issues.md:385
段階的最適化アプローチ,阶段的优化アプローチ,composed,bold,最適化|段階,docs/unity/fbx-to-vrchat-complete-guide.md:679
段階的最適化手順,阶段的优化步骤,composed,heading,手順|最適化|段階,docs/physics/optimization.md:285
段階的発展計画,阶段的発展計画,composed,admonition,段階,docs/resources/update-log.md:421
段階的統合,阶段的集成,composed,bold,段階|統合,docs/garments/dress.md:272
段階的縫製,阶段的缝合,composed,bold,段階|縫製,docs/garments/casual-wear.md:104
段階的解決法,阶段的解決法,composed,bold,段階,docs/garments/swimwear.md:694
段階的調整,阶段的调整,composed,bold,段階|調整,docs/garments/casual-wear.md:584|docs/physics/fabric-properties.md:357|docs/workflows/garment-fitting.md:277
段階的軽量化,阶段的軽量化,composed,bold,段階,docs/garments/swimwear.md:745
水着がアバターを貫通してしまう」,水着が头像を貫通してしまう」,composed,admonition,アバター,docs/garments/swimwear.md:688
水着の重要なフィットゾーン分析,水着の重要なフィットゾーン分析,untranslated,bold,,docs/garments/swimwear.md:108
水着シミュレーションの特殊性,水着模拟の特殊性,composed,bold,シミュレーション|特殊,docs/garments/swimwear.md:368
水着デザインのバリエーション展開,水着设计のバリエーション展開,composed,heading,デザイン,docs/garments/swimwear.md:788
水着・タイトフィット衣装,水着・タイトフィット服装,composed,heading,衣装,docs/physics/fabric-properties.md:124
水着・レオタード最適設定,水着・レオタード最適设置,composed,admonition,設定,docs/physics/fabric-properties.md:126
水着制作に挑戦 →,水着制作に挑战 →,composed,link_text,制作|挑戦,docs/garments/casual-wear.md:439
水着制作の特殊な挑戦,水着制作の特殊な挑战,composed,admonition,制作|挑戦|特殊,docs/garments/swimwear.md:50
水着制作ガイド（中級～上級）,水着制作指南（中級～上級）,composed,heading,ガイド|制作,docs/garments/swimwear.md:1
水着制作スキルの応用分野,水着制作スキルの应用分野,composed,admonition,制作|応用,docs/garments/swimwear.md:650
水着制作完全マスター達成！,水着制作完全マスター達成！,constrained,admonition,制作,docs/garments/swimwear.md:826
水着制作特有の問題と解決策,水着制作特有の问题と解決策,composed,heading,制作|問題,docs/garments/swimwear.md:686
水着特有の縫製課題,水着特有の缝合課題,composed,bold,縫製,docs/garments/swimwear.md:261
水着用特別エクスポート設定,水着用特別エクスポート设置,composed,bold,設定,docs/garments/swimwear.md:556
没入感の破壊,没入感の破壊,untranslated,bold,,docs/advanced/ik-joint-mapping.md:25
法的・契約・知的財産,法的・契約・知的財産,untranslated,heading,,docs/resources/advanced-resources.md:255
法線,法線,untranslated,term_def|bold,,docs/basics/terminology.md:232|docs/basics/terminology.md:232
法線マップ,法线贴图,direct,term_def|bold,法線マップ,docs/basics/terminology.md:57|docs/basics/terminology.md:57
法線（Normal）,法線（Normal）,untranslated,bold,,docs/basics/basic-concepts.md:46
注意点とベストプラクティス,注意点とベストプラクティス,untranslated,heading,,docs/basics/ai-features.md:147
洋風,洋風,untranslated,term_def|bold,,docs/garments/skirt.md:432|docs/garments/skirt.md:432
活用のコツ,活用のコツ,constrained,heading,活用,docs/resources/community.md:59
活用のポイント,活用のポイント,constrained,admonition,活用,docs/resources/clo-set-connect.md:235
活用機能,活用機能,constrained,bold,活用,docs/advanced/md2025-features.md:456
海外コミュニティ,海外コミュニティ,untranslated,heading,,docs/resources/useful-links.md:308
海外コミュニティとの連携,海外コミュニティとの联动,composed,heading,連携,docs/optimization/mobile-compatibility.md:441
海外市場進出,海外市場進出,untranslated,heading,,docs/resources/advanced-resources.md:283
深刻な問題の場合,深刻な问题の場合,composed,admonition,問題,docs/workflows/common-issues.md:561
測定の精度向上のコツ,測定の精度提升のコツ,composed,admonition,向上,docs/garments/swimwear.md:98
測定ツール,測定工具,composed,bold,ツール,docs/advanced/ik-joint-mapping.md:332
測定ツールと方法,測定工具と方法,composed,heading,ツール,docs/physics/optimization.md:235
測定値の比較分析,測定値の比較分析,untranslated,bold,,docs/garments/swimwear.md:765
測定方法,測定方法,untranslated,bold,,docs/optimization/mobile-compatibility.md:511
測定箇所と一般的な数値,測定箇所と一般的な数値,untranslated,bold,,docs/garments/swimwear.md:82
測定項目,測定項目,untranslated,bold,,docs/physics/optimization.md:253
準備するもの,準備するもの,untranslated,heading,,docs/index.md:99
準備段階,準備阶段,composed,bold,段階,docs/workflows/avatar-modification.md:33
無地,無地,untranslated,bold,,docs/garments/skirt.md:302
無料素材サイト,無料材料サイト,composed,bold,素材,docs/resources/useful-links.md:131
無料素材ダウンロード,無料材料ダウンロード,composed,term_def|bold,素材,docs/resources/clo-set-connect.md:114|docs/resources/clo-set-connect.md:114
無駄な作業回避,無駄な操作回避,composed,bold,作業,docs/optimization/performance-analysis.md:24
物理シミュレーションが不安定・爆発する」,物理模拟が不安定・爆発する」,composed,admonition,シミュレーション,docs/workflows/common-issues.md:340
物理シミュレーションの科学,物理模拟の科学,composed,heading,シミュレーション,docs/physics/fabric-properties.md:378
物理シミュレーション技術,物理模拟技术,composed,bold,シミュレーション|技術,docs/garments/skirt.md:397
物理シミュレーション最適化,物理模拟优化,composed,heading,シミュレーション|最適化,docs/physics/optimization.md:153
物理シミュレーション研究,物理模拟研究,composed,heading,シミュレーション,docs/resources/advanced-resources.md:77
物理シミュレーション高度設定 →,物理模拟高级设置 →,composed,link_text,シミュレーション|設定|高度,docs/unity/fbx-to-vrchat-complete-guide.md:1084
物理パラメータ再調整,物理パラメータ再调整,composed,bold,調整,docs/physics/optimization.md:352
物理プロパティの最適化,物理属性の优化,composed,link_text,プロパティ|最適化,docs/workflows/modular-garments.md:126
物理・シミュレーション技術,物理・模拟技术,composed,bold,シミュレーション|技術,docs/garments/dress.md:422
物理・動作システム ★★★,物理・動作システム ★★★,untranslated,heading,,docs/basics/terminology.md:83
物理不安定,物理不安定,untranslated,term_def|bold,,docs/workflows/new-garment-creation.md:52|docs/workflows/new-garment-creation.md:52
物理最適化,物理优化,composed,bold,最適化,docs/garments/casual-wear.md:377|docs/garments/skirt.md:339
物理最適化を深める →,物理优化を深める →,composed,link_text,最適化,docs/garments/swimwear.md:674
物理最適化詳細,物理优化詳細,composed,link_text,最適化,docs/advanced/ik-joint-mapping.md:472
物理演算,物理演算,untranslated,bold,,docs/basics/basic-concepts.md:113
物理演算と動的シミュレーション,物理演算と動的模拟,composed,heading,シミュレーション,docs/basics/basic-concepts.md:107
物理演算の基礎,物理演算の基础,composed,heading,基礎,docs/basics/basic-concepts.md:109
物理演算の最前線,物理演算の最前線,untranslated,admonition,,docs/resources/advanced-resources.md:79
物理演算の最適化,物理演算の优化,composed,bold,最適化,docs/garments/swimwear.md:529
物理特性,物理特性,constrained,term_def|bold,特性,docs/basics/md-interface.md:121|docs/basics/md-interface.md:121
物理特性の再調整,物理特性の再调整,composed,bold,特性|調整,docs/garments/swimwear.md:723
物理特性の最適化,物理特性の优化,composed,heading,最適化|特性,docs/garments/t-shirt.md:217
物理特性の深い理解 →,物理特性の深い理解 →,constrained,link_text,特性|理解,docs/garments/one-piece.md:540
物理特性の調整,物理特性の调整,composed,bold,特性|調整,docs/basics/workflow-overview.md:107
物理特性を極める →,物理特性を極める →,constrained,link_text,特性,docs/garments/skirt.md:386
物理特性パラメータの基礎理解,物理特性パラメータの基础理解,composed,heading,基礎|特性|理解,docs/physics/fabric-properties.md:40
物理特性設定,物理特性设置,composed,link_text,特性|設定,docs/garments/dress.md:19|docs/garments/one-piece.md:20
物理特性設定マスター完了！,物理特性设置マスター完成！,composed,admonition,完了|特性|設定,docs/physics/fabric-properties.md:403
物理特性詳細設定 →,物理特性詳細设置 →,composed,link_text,特性|設定,docs/garments/casual-wear.md:443
物理設定,物理设置,direct,bold,物理設定,docs/basics/md-interface.md:205|docs/workflows/avatar-modification.md:358|docs/workflows/garment-fitting.md:43
物理設定がVRChatに与える影響,物理设置がVRChatに与える影響,composed,admonition,VRChat|物理設定,docs/physics/fabric-properties.md:23
物理設定との組み合わせ,物理设置との組み合わせ,composed,link_text,物理設定,docs/basics/ai-features.md:220
物理設定との組み合わせ](../physics/fabric-properties.md),物理设置との組み合わせ](../physics/fabric-properties.md),composed,bold,物理設定,docs/basics/ai-features.md:220
物理設定のリセット,物理设置のリセット,composed,bold,物理設定,docs/garments/t-shirt.md:402
物理設定の基本,物理设置の基本,composed,link_text,物理設定,docs/index.md:61
物理設定の最適化,物理设置の优化,composed,heading,最適化|物理設定,docs/workflows/garment-fitting.md:169
物理設定の統合（PhysBone/Dynamic Bone）,物理设置の集成（PhysBone/Dynamic Bone）,composed,heading,Bone|PhysBone|物理設定|統合,docs/unity/fbx-to-vrchat-complete-guide.md:436
物理設定の見直し,物理设置の見直し,composed,bold,物理設定,docs/garments/casual-wear.md:543
物理設定の詳細,物理设置の詳細,composed,link_text,物理設定,docs/basics/workflow-overview.md:310
物理設定の詳細最適化,物理设置の詳細优化,composed,link_text,最適化|物理設定,docs/workflows/avatar-modification.md:645
物理設定の調整,物理设置の调整,composed,bold,物理設定|調整,docs/garments/casual-wear.md:525
物理設定の軽量化,物理设置の軽量化,composed,bold,物理設定,docs/garments/casual-wear.md:561
物理設定の重要性,物理设置の重要性,composed,heading|admonition,物理設定,docs/basics/workflow-overview.md:105|docs/physics/fabric-properties.md:19
物理設定を詳しく学ぶ,物理设置を詳しく学习,composed,bold,学ぶ|物理設定,docs/workflows/garment-fitting.md:298
物理設定チェックリスト,物理设置チェックリスト,composed,heading,物理設定,docs/physics/fabric-properties.md:306
物理設定・シミュレーション,物理设置・模拟,composed,heading,シミュレーション|物理設定,docs/basics/workflow-overview.md:103
物理設定関連の問題解決,物理设置相关の问题解決,composed,heading,問題|物理設定|関連,docs/physics/fabric-properties.md:336
物理設定（ストラップ専用）,物理设置（ストラップ専用）,composed,bold,物理設定,docs/garments/one-piece.md:236
特定アバター用設定の保存,特定头像用设置の保存,composed,bold,アバター|保存|設定,docs/workflows/avatar-modification.md:494
特定部位の調整（胸部、ウエスト、裾など）,特定部位の调整（胸部、ウエスト、裾など）,composed,bold,調整,docs/workflows/garment-fitting.md:123
特徴・革新点,特徴・革新点,untranslated,bold,,docs/resources/update-log.md:90
特殊な要素,特殊な要素,constrained,bold,特殊,docs/garments/swimwear.md:185
特殊な部分,特殊な部分,constrained,bold,特殊,docs/workflows/avatar-modification.md:101
特殊体型で自動化が効かない」,特殊体型で自动化が効かない」,composed,admonition,特殊|自動,docs/workflows/avatar-modification.md:591
特殊動作,特殊動作,constrained,bold,特殊,docs/garments/dress.md:384|docs/garments/one-piece.md:347
特殊調整,特殊调整,composed,bold,特殊|調整,docs/physics/fabric-properties.md:139
現在,当前,direct,bold,現在,docs/advanced/everywear-integration.md:363
現在の制限事項,当前の限制事項,composed,heading,制限|現在,docs/resources/update-log.md:224
現在把握している問題・制限,当前把握している问题・限制,composed,admonition,制限|問題|現在,docs/resources/update-log.md:226
現在起きている深刻な問題,当前起きている深刻な问题,composed,heading,問題|現在,docs/optimization/very-poor-escape.md:10
現実的な布シミュレーション,现实的な布模拟,composed,bold,シミュレーション|現実,docs/basics/basic-concepts.md:212
現実的な時間設定,现实的な時間设置,composed,heading,現実|設定,docs/index.md:31
現状把握のための記録作業,現状把握のための記録操作,composed,admonition,作業,docs/optimization/performance-analysis.md:117
理想,理想,untranslated,bold,,docs/garments/t-shirt.md:195
理想的なネックライン,理想的なネックライン,untranslated,bold,,docs/garments/t-shirt.md:103
理想的なファイル名の例,理想的なファイル名の例,untranslated,bold,,docs/workflows/avatar-import.md:35
理想的ケース,理想的ケース,untranslated,bold,,docs/garments/swimwear.md:373
理解,理解,direct,bold,理解,docs/workflows/garment-fitting.md:22
理解しておくべき重要な概念,理解しておくべき重要な概念,constrained,bold,理解,docs/setup/md-first-launch.md:184
理解を深めるための補足,理解を深めるための補足,constrained,heading,理解,docs/physics/fabric-properties.md:376
理解度チェック,理解度チェック,constrained,heading,理解,docs/basics/md-interface.md:406
理解度チェックリスト,理解度チェックリスト,constrained,admonition,理解,docs/basics/md-interface.md:408
理論と実践の統合,理論と实践の集成,composed,admonition,実践|統合,docs/basics/basic-concepts.md:250
理論学習後の実践,理論学習後の实践,composed,bold,実践,docs/basics/basic-concepts.md:252
環境構築完了！,环境構築完成！,composed,admonition,完了|環境,docs/setup/unity-vrchat-setup.md:293
環境統一の重要性,环境統一の重要性,composed,heading,環境,docs/optimization/performance-analysis.md:406
環境設定,环境设置,composed,bold,環境|設定,docs/advanced/md2025-features.md:169|docs/basics/md-interface.md:167
環境設定」,环境设置」,composed,bold,環境|設定,docs/setup/md-first-launch.md:46
環境連動,环境連動,composed,bold,環境,docs/garments/swimwear.md:806
生成されたテクスチャの品質が低い」,生成されたテクスチャの品質が低」,composed,admonition,低い,docs/basics/ai-features.md:202
生成される要素,生成される要素,untranslated,bold,,docs/basics/ai-features.md:95
生成に時間がかかる,生成に時間がかかる,untranslated,bold,,docs/basics/ai-features.md:156
生成時間,生成時間,untranslated,bold,,docs/basics/ai-features.md:155
産学連携研究,産学联动研究,composed,bold,連携,docs/resources/advanced-resources.md:399
用語数,用語数,untranslated,bold,,docs/basics/terminology.md:4
用語集の使い方,用語集の使い方,untranslated,admonition,,docs/basics/terminology.md:6
画面が崩れている・見えない部分がある」,界面が崩れている・見えない部分がある」,composed,admonition,画面,docs/setup/md-first-launch.md:227
画面が真っ白になる」,界面が真っ白になる」,composed,admonition,画面,docs/setup/software-check.md:153
画面サイズ別の推奨設定,界面サイズ別の推荐设置,composed,admonition,推奨|画面|設定,docs/basics/md-interface.md:328
画面操作の練習,界面操作の练习,composed,admonition,画面|練習,docs/basics/md-interface.md:349
画面構成の確認,界面構成の确认,composed,bold,画面|確認,docs/setup/unity-vrchat-setup.md:72
異なる物理特性,異なる物理特性,constrained,bold,特性,docs/garments/dress.md:31
症状,症状,untranslated,bold,,docs/advanced/ik-joint-mapping.md:241|docs/advanced/ik-joint-mapping.md:260|docs/workflows/common-issues.md:36|docs/workflows/common-issues.md:70|docs/workflows/common-issues.md:99|docs/workflows/common-issues.md:147|docs/workflows/common-issues.md:200|docs/workflows/common-issues.md:262
発展学習項目,発展学習項目,untranslated,bold,,docs/optimization/mobile-compatibility.md:568|docs/optimization/performance-analysis.md:445
発展応用,発展应用,composed,heading,応用,docs/workflows/new-garment-creation.md:54
登録手順,登録步骤,composed,heading,手順,docs/resources/clo-set-connect.md:84
皆様の声をお聞かせください,皆様の声をお聞かせください,untranslated,admonition,,docs/resources/update-log.md:455
監視項目,监控項目,composed,bold,監視,docs/optimization/very-poor-escape.md:432
目指す未来像,目指す未来像,untranslated,admonition,,docs/resources/update-log.md:376
目標,目標,untranslated,bold,,docs/optimization/very-poor-escape.md:362|docs/optimization/very-poor-escape.md:377|docs/optimization/very-poor-escape.md:391
目標別カスタムプロファイル,目標別カスタムプロファイル,untranslated,admonition,,docs/advanced/everywear-integration.md:200
目標設定,目標设置,composed,bold,設定,docs/optimization/performance-analysis.md:26
目標達成確認,目標達成确认,composed,bold,確認,docs/optimization/very-poor-escape.md:198
直接サポートを得られる場所,直接サポートを得られる場所,untranslated,admonition,,docs/resources/useful-links.md:243
直接的な応用,直接的な应用,composed,bold,応用,docs/garments/swimwear.md:652
相互確認,相互确认,composed,bold,確認,docs/unity/avatar-upload.md:224
着丈,着丈,untranslated,bold,,docs/garments/casual-wear.md:73|docs/garments/t-shirt.md:69
着用感・実用性,着用感・実用性,untranslated,bold,,docs/garments/one-piece.md:67
知識の体系化,知識の体系化,untranslated,bold,,docs/basics/workflow-overview.md:327
知識の共有,知識の共有,untranslated,bold,,docs/physics/optimization.md:428
知識の共有と相互支援,知識の共有と相互支援,untranslated,admonition,,docs/optimization/very-poor-escape.md:525
知識・技術の体系的伝承,知識・技术の体系的伝承,composed,admonition,技術,docs/resources/advanced-resources.md:331
知識・経験の共有,知識・経験の共有,untranslated,bold,,docs/garments/one-piece.md:580
短期対応（〜3ヶ月）,短期适配（〜3ヶ月）,composed,bold,対応,docs/resources/update-log.md:247
研究・開発プロジェクト,研究・开发プロジェクト,composed,bold,開発,docs/resources/advanced-resources.md:42
研究開発・イノベーション推進,研究开发・イノベーション推進,composed,heading,開発,docs/resources/advanced-resources.md:395
研究領域,研究領域,untranslated,bold,,docs/resources/advanced-resources.md:100
硬すぎ,硬すぎ,untranslated,bold,,docs/garments/one-piece.md:469
確認チェックリスト,确认チェックリスト,composed,heading,確認,docs/setup/software-check.md:10
確認ポイント,确认ポイント,composed,bold,確認,docs/garments/t-shirt.md:263|docs/setup/software-check.md:75|docs/unity/avatar-upload.md:228
確認事項,确认事項,composed,bold,確認,docs/advanced/md2025-features.md:350|docs/basics/ai-features.md:192
確認完了チェックリスト,确认完成チェックリスト,composed,heading,完了|確認,docs/setup/software-check.md:176
確認手順,确认步骤,composed,bold,手順|確認,docs/optimization/very-poor-escape.md:407
確認項目,确认項目,composed,bold,確認,docs/optimization/very-poor-escape.md:91|docs/workflows/avatar-import.md:28
社会的効果確認,社会的効果确认,composed,bold,確認,docs/optimization/mobile-compatibility.md:556
社会的影響,社会的影響,untranslated,bold,,docs/optimization/mobile-compatibility.md:42
社会的影響・価値,社会的影響・価値,untranslated,bold,,docs/resources/update-log.md:401
社会貢献・レガシー,社会貢献・レガシー,untranslated,bold,,docs/resources/advanced-resources.md:523
私にもできるかな...？」,私にもできるかな...？」,untranslated,bold|admonition,,docs/index.md:5|docs/index.md:80
私のアバターはそんなに重いの？」,私の头像はそんなに重いの？」,composed,admonition,アバター,docs/optimization/very-poor-escape.md:17
秋の重厚,秋の重厚,untranslated,term_def|bold,,docs/garments/casual-wear.md:508|docs/garments/casual-wear.md:508
空気抵抗,空气阻力,direct,term_def|bold,空気抵抗,docs/basics/terminology.md:214|docs/basics/terminology.md:214
突き抜け頻発,突き抜け頻発,untranslated,bold,,docs/garments/one-piece.md:470
立体ダーツシステム,立体省道システム,composed,bold,ダーツ,docs/garments/one-piece.md:154
立体パターン作成のコツ,立体版型制作のコツ,composed,admonition,パターン|作成|制作,docs/garments/swimwear.md:176
立体的シルエット調整,立体的シルエット调整,composed,bold,調整,docs/garments/one-piece.md:326
立体的フィッティング,立体的适配,composed,bold,フィッティング,docs/garments/dress.md:30
立体的ボディスパターン,立体的ボディス版型,composed,heading,パターン,docs/garments/dress.md:121
立体的袖形状,立体的袖形状,untranslated,bold,,docs/garments/dress.md:228
立花シキミ式VRChat用アバター改変ワークフロー,立花シキミ式VRChat用头像改変ワークフロー,composed,bold,VRChat|アバター,docs/workflows/modular-garments.md:120
競争優位性の獲得,競争優位性の獲得,untranslated,heading,,docs/advanced/md2025-features.md:22
競合分析・差別化戦略,競合分析・差別化戦略,untranslated,bold,,docs/resources/advanced-resources.md:212
第1段階,第1阶段,composed,bold,段階,docs/garments/swimwear.md:384
第1段階: アバターを読み込んでチェック,第1阶段: 头像を読み込んでチェック,composed,heading,アバター|段階,docs/workflows/avatar-modification.md:64
第1段階: 基礎固め,第1阶段: 基础固め,composed,bold,基礎|段階,docs/basics/workflow-overview.md:303
第2段階,第2阶段,composed,bold,段階,docs/garments/swimwear.md:385
第2段階: 応用技術,第2阶段: 应用技术,composed,bold,応用|技術|段階,docs/basics/workflow-overview.md:308
第2段階: 魔法のスーツを作ろう,第2阶段: 魔法のスーツを作ろう,composed,heading,段階,docs/workflows/avatar-modification.md:114
第3段階,第3阶段,composed,bold,段階,docs/garments/swimwear.md:386
第3段階: AIに衣装を着せてもらおう,第3阶段: AIに服装を着せてもらおう,composed,heading,段階|衣装,docs/workflows/avatar-modification.md:199
第3段階: 上級技術,第3阶段: 上級技术,composed,bold,技術|段階,docs/basics/workflow-overview.md:313
第一次完成率,第一次完成率,untranslated,bold,,docs/workflows/avatar-modification.md:611
答え,答え,untranslated,bold,,docs/advanced/md2025-features.md:25|docs/optimization/very-poor-escape.md:18
管理とメンテナンス,管理とメンテナンス,untranslated,bold,,docs/optimization/mobile-compatibility.md:497
管理スキル,管理スキル,untranslated,bold,,docs/garments/t-shirt.md:340
管理面での効率化,管理面での効率化,untranslated,bold,,docs/basics/workflow-overview.md:249
簡単な操作方法,簡単な操作方法,untranslated,bold,,docs/workflows/avatar-modification.md:17
簡単な衣装制作,簡単な服装制作,composed,link_text,制作|衣装,docs/basics/workflow-overview.md:305
簡単チェック方法,簡単チェック方法,untranslated,bold,,docs/workflows/avatar-modification.md:103
簡単実行手順,簡単执行步骤,composed,bold,実行|手順,docs/workflows/avatar-modification.md:235
簡単（Tシャツ等）,簡単（Tシャツ等）,untranslated,bold,,docs/basics/workflow-overview.md:121
粒子間隔の調整,粒子間隔の调整,composed,bold,調整,docs/workflows/avatar-modification.md:222
粗さ,粗さ,untranslated,term_def|bold,,docs/basics/terminology.md:231|docs/basics/terminology.md:231
約3-8分で完成,約3-8分で完成,untranslated,bold,,docs/workflows/avatar-modification.md:247
約30-45分,約30-45分,untranslated,bold,,docs/workflows/avatar-modification.md:42
約45-85分,約45-85分,untranslated,bold,,docs/workflows/avatar-modification.md:47
約75-125分,約75-125分,untranslated,bold,,docs/workflows/avatar-modification.md:52
素晴らしいスタートです！,素晴らしいスタートです！,untranslated,admonition,,docs/setup/md-first-launch.md:251
素晴らしい創作活動と、仲間との楽しい時間をお過ごしください！,素晴らしい創作活動と、仲間との楽しい時間をお過ごしください！,untranslated,bold,,docs/optimization/very-poor-escape.md:540
素晴らしい創作活動を！,素晴らしい創作活動を！,untranslated,bold,,docs/unity/avatar-upload.md:437
素材ミックス,材料ミックス,composed,bold,素材,docs/garments/skirt.md:316
素材・アセット,材料・アセット,composed,heading,素材,docs/resources/useful-links.md:127
素材感の調整,材料感の调整,composed,bold,素材|調整,docs/garments/casual-wear.md:77
素材戦略の決定,材料戦略の确定,composed,heading,決定|素材,docs/garments/swimwear.md:130
素材選びのコツ,材料選びのコツ,composed,heading,素材,docs/resources/clo-set-connect.md:127
結果,結果,untranslated,bold,,docs/advanced/md2025-features.md:455
統一可能な操作,統一可能な操作,untranslated,bold,,docs/basics/md-interface.md:263
統合の全体像,集成の全貌,composed,heading,全体像|統合,docs/unity/project-setup.md:20
統合の基本方針,集成の基本方針,composed,bold,統合,docs/physics/optimization.md:110
統合シミュレーション戦略,集成模拟戦略,composed,bold,シミュレーション|統合,docs/garments/one-piece.md:267
統合シミュレーション設定,集成模拟设置,composed,bold,シミュレーション|統合|設定,docs/garments/skirt.md:233
統合シミュレーション調整,集成模拟调整,composed,bold,シミュレーション|統合|調整,docs/garments/casual-wear.md:314
統合デザイン・構造設計力,集成设计・结构設計力,composed,bold,デザイン|構造|統合,docs/garments/one-piece.md:514
統合ワークフロー,集成ワークフロー,composed,bold,統合,docs/unity/project-setup.md:407
統合・縫製技術,集成・缝合技术,composed,bold,技術|統合|縫製,docs/garments/dress.md:416|docs/garments/one-piece.md:488
